"Year","County","Planning Permission"
"2019","Louth","2418"
"2019","Mayo","712"
"2019","Meath","4558"
"2019","Monaghan","726"
"2019","Offaly","869"
"2019","Roscommon","269"
"2019","Sligo","396"
"2019","Tipperary","793"
"2019","Waterford","2112"
"2019","Wexford","3132"
"2019","Wicklow","1651"
"2020","Carlow","419"
"2020","Cavan","262"
"2020","Clare","886"
"2020","Cork","3761"
"2020","Donegal","1592"
"2020","Dublin","22796"
"2020","Fingal","3288"
"2020","Galway","1396"
"2020","Kerry","695"
"2020","Kildare","5602"
"2020","Kilkenny","907"
"2020","Laois","1302"
"2020","Leitrim","126"
"2020","Limerick","1314"
"2020","Longford","420"
"2020","Louth","1753"
"2020","Mayo","673"
"2020","Meath","5460"
"2020","Monaghan","408"
"2020","Offaly","635"
"2020","Roscommon","311"
"2020","Sligo","405"
"2020","Tipperary","1104"
"2020","Waterford","718"
"2020","Wexford","2113"
"2020","Wicklow","2893"
