"County","Buyer Type","Year","Execution Volume","Execution Mean Value","Filing Volume","Filing Mean Value"
"Meath","First-Time Owner-Occupier","2017","557","245601","537","245077"
"Meath","First-Time Owner-Occupier","2018","678","263143","680","262295"
"Meath","First-Time Owner-Occupier","2019","831","281723","836","280268"
"Meath","First-Time Owner-Occupier","2020","611","280378","608","281409"
"Meath","First-Time Owner-Occupier","2021","371","290219","402","289066"
"Meath","Former Owner-Occupier","2010","285","260978","309","267000"
"Meath","Former Owner-Occupier","2011","290","204865","302","209584"
"Meath","Former Owner-Occupier","2012","336","192719","340","199189"
"Meath","Former Owner-Occupier","2013","462","175336","451","179622"
"Meath","Former Owner-Occupier","2014","750","202472","722","202080"
"Meath","Former Owner-Occupier","2015","794","216190","815","214418"
"Meath","Former Owner-Occupier","2016","753","237779","760","235527"
"Meath","Former Owner-Occupier","2017","1023","261418","1016","259526"
"Meath","Former Owner-Occupier","2018","915","280759","922","280102"
"Meath","Former Owner-Occupier","2019","961","295534","967","294424"
"Meath","Former Owner-Occupier","2020","843","292726","839","292050"
"Meath","Former Owner-Occupier","2021","587","304006","630","305145"
"Meath","Non-Occupier","2010","51","179836","67","181513"
"Meath","Non-Occupier","2011","59","123059","78","158260"
"Meath","Non-Occupier","2012","90","100499","88","99520.3"
"Meath","Non-Occupier","2013","126","95689","120","98471.3"
"Meath","Non-Occupier","2014","218","113294","181","124309"
"Meath","Non-Occupier","2015","186","129073","226","118172"
"Meath","Non-Occupier","2016","199","147869","202","143536"
"Meath","Non-Occupier","2017","230","167219","232","164672"
"Meath","Non-Occupier","2018","203","174663","202","176430"
"Meath","Non-Occupier","2019","156","191351","154","183539"
"Meath","Non-Occupier","2020","127","166717","135","174585"
"Meath","Non-Occupier","2021","119","180318","125","181119"
"Monaghan","All","2010","142","164849","173","177693"
"Monaghan","All","2011","96","136877","133","148120"
"Monaghan","All","2012","118","127049","134","131858"
"Monaghan","All","2013","183","99574.9","168","103409"
"Monaghan","All","2014","268","100667","271","102158"
"Monaghan","All","2015","282","122214","299","120482"
"Monaghan","All","2016","297","133438","298","131670"
"Monaghan","All","2017","326","135523","335","136294"
"Monaghan","All","2018","284","155686","271","157253"
"Monaghan","All","2019","274","156762","288","155697"
"Monaghan","All","2020","243","161472","236","161015"
"Monaghan","All","2021","185","184168","202","181074"
"Monaghan","First-Time Owner-Occupier","2010","73","162940","86","185379"
"Monaghan","First-Time Owner-Occupier","2011","41","141570","67","156851"
"Monaghan","First-Time Owner-Occupier","2012","48","137224","56","146574"
"Monaghan","First-Time Owner-Occupier","2013","66","105144","65","106959"
"Monaghan","First-Time Owner-Occupier","2014","85","116324","85","121200"
"Monaghan","First-Time Owner-Occupier","2015","68","127876","72","123652"
"Monaghan","First-Time Owner-Occupier","2016","67","153966","72","152786"
"Monaghan","First-Time Owner-Occupier","2017","93","154456","93","155262"
"Monaghan","First-Time Owner-Occupier","2018","63","164807","65","167820"
"Monaghan","First-Time Owner-Occupier","2019","78","165584","77","164960"
"Monaghan","First-Time Owner-Occupier","2020","73","170068","74","169792"
"Monaghan","First-Time Owner-Occupier","2021","53","174085","55","172373"
"Monaghan","Former Owner-Occupier","2010","41","203035","53","203011"
"Monaghan","Former Owner-Occupier","2011","33","151640","36","162398"
"Monaghan","Former Owner-Occupier","2012","48","136178","51","137351"
"Monaghan","Former Owner-Occupier","2013","60","116309","54","115896"
"Monaghan","Former Owner-Occupier","2014","84","130119","87","128448"
"Monaghan","Former Owner-Occupier","2015","131","134687","134","136336"
"Monaghan","Former Owner-Occupier","2016","135","148054","133","146113"
"Monaghan","Former Owner-Occupier","2017","126","155159","133","154218"
"Monaghan","Former Owner-Occupier","2018","138","180870","128","181811"
"Monaghan","Former Owner-Occupier","2019","125","179231","134","178396"
"Monaghan","Former Owner-Occupier","2020","105","183812","100","186030"
"Monaghan","Former Owner-Occupier","2021","96","212497","105","206905"
"Monaghan","Non-Occupier","2010","28","113911","34","118783"
"Monaghan","Non-Occupier","2011","22","105988","30","111487"
"Monaghan","Non-Occupier","2012","22","84931.9","27","90962.2"
"Monaghan","Non-Occupier","2013","57","75511.6","49","84937.8"
"Monaghan","Non-Occupier","2014","99","62233.4","99","62706"
"Monaghan","Non-Occupier","2015","83","97888.5","93","95183"
"Monaghan","Non-Occupier","2016","95","98191.1","93","94668.2"
"Monaghan","Non-Occupier","2017","107","95945.3","109","98239.8"
"Monaghan","Non-Occupier","2018","83","106891","78","108148"
"Monaghan","Non-Occupier","2019","71","107512","77","106932"
"Monaghan","Non-Occupier","2020","65","115730","62","110193"
"Monaghan","Non-Occupier","2021","36","123470","42","127891"
"Offaly","All","2010","184","171235","188","184037"
"Offaly","All","2011","143","136929","168","146224"
"Offaly","All","2012","215","123810","211","131704"
"Offaly","All","2013","264","109704","273","110582"
"Offaly","All","2014","409","121789","399","124413"
"Offaly","All","2015","427","118394","438","115800"
"Offaly","All","2016","466","119252","468","119242"
"Offaly","All","2017","494","149864","501","149842"
"Offaly","All","2018","450","163360","446","162278"
"Offaly","All","2019","468","167649","472","168582"
"Offaly","All","2020","442","181535","429","179917"
"Offaly","All","2021","380","193899","411","192303"
"Offaly","First-Time Owner-Occupier","2010","98","166428","106","186102"
"Offaly","First-Time Owner-Occupier","2011","58","147859","73","162805"
"Offaly","First-Time Owner-Occupier","2012","80","122849","78","130000"
"Offaly","First-Time Owner-Occupier","2013","70","110015","75","111163"
"Offaly","First-Time Owner-Occupier","2014","116","119088","115","121024"
"Offaly","First-Time Owner-Occupier","2015","110","128273","117","125575"
"Offaly","First-Time Owner-Occupier","2016","126","126371","124","129710"
"Offaly","First-Time Owner-Occupier","2017","130","161022","133","158000"
"Offaly","First-Time Owner-Occupier","2018","129","162582","125","163281"
"Offaly","First-Time Owner-Occupier","2019","144","176712","144","176576"
"Offaly","First-Time Owner-Occupier","2020","136","186223","137","183336"
"Offaly","First-Time Owner-Occupier","2021","123","190100","129","191545"
"Offaly","Former Owner-Occupier","2010","59","195445","55","201348"
"Offaly","Former Owner-Occupier","2011","54","151608","62","155564"
"Offaly","Former Owner-Occupier","2012","94","131080","92","139643"
"Offaly","Former Owner-Occupier","2013","128","128256","136","126969"
"Offaly","Former Owner-Occupier","2014","196","135887","190","140992"
"Offaly","Former Owner-Occupier","2015","217","125211","217","120951"
"Offaly","Former Owner-Occupier","2016","201","143890","201","142614"
"Offaly","Former Owner-Occupier","2017","255","165378","264","165488"
"Offaly","Former Owner-Occupier","2018","236","180495","234","179570"
"Offaly","Former Owner-Occupier","2019","240","179662","241","181415"
"Offaly","Former Owner-Occupier","2020","245","196219","233","195232"
"Offaly","Former Owner-Occupier","2021","207","210321","227","207417"
"Offaly","Non-Occupier","2010","27","135778","27","140669"
"Offaly","Non-Occupier","2011","31","90908.5","33","91998.9"
"Offaly","Non-Occupier","2012","41","109017","41","117133"
"Offaly","Non-Occupier","2013","66","73396.4","62","73930.8"
"Offaly","Non-Occupier","2014","97","96532.5","94","95050"
"Offaly","Non-Occupier","2015","100","92736.8","104","94053.2"
"Offaly","Non-Occupier","2016","139","77171.6","143","77314"
"Offaly","Non-Occupier","2017","109","100262","104","99692.6"
"Offaly","Non-Occupier","2018","85","116966","87","114328"
"Offaly","Non-Occupier","2019","84","117791","87","119804"
"Offaly","Non-Occupier","2020","61","112104","59","111497"
"Offaly","Non-Occupier","2021","50","135260","55","131700"
"Roscommon","All","2010","185","149821","198","156694"
"Roscommon","All","2011","160","107150","184","119252"
"Roscommon","All","2012","256","91735.8","263","95960.7"
"Roscommon","All","2013","371","79293","356","82068.5"
"Roscommon","All","2014","381","79743.1","383","81278.2"
"Roscommon","All","2015","441","85167.8","438","85021.8"
"Roscommon","All","2016","479","90323.5","490","90400.5"
"Roscommon","All","2017","482","100200","475","99866.2"
"Roscommon","All","2018","527","106975","539","105795"
"Roscommon","All","2019","500","121304","498","120505"
"Roscommon","All","2020","481","121592","484","120615"
"Roscommon","All","2021","396","136275","426","136129"
"Roscommon","First-Time Owner-Occupier","2010","83","171426","90","174781"
"Roscommon","First-Time Owner-Occupier","2011","53","129872","63","148344"
"Roscommon","First-Time Owner-Occupier","2012","70","91799.5","75","98168.5"
"Roscommon","First-Time Owner-Occupier","2013","99","97541.7","91","98963.7"
"Roscommon","First-Time Owner-Occupier","2014","94","93858.6","101","96395.5"
"Roscommon","First-Time Owner-Occupier","2015","106","96055.3","106","94865.1"
"Roscommon","First-Time Owner-Occupier","2016","99","110082","101","103500"
"Roscommon","First-Time Owner-Occupier","2017","103","110360","99","116138"
"Roscommon","First-Time Owner-Occupier","2018","104","127128","108","124718"
"Roscommon","First-Time Owner-Occupier","2019","105","133949","104","130813"
"Roscommon","First-Time Owner-Occupier","2020","94","147479","94","149614"
"Roscommon","First-Time Owner-Occupier","2021","72","148462","79","148706"
"Roscommon","Former Owner-Occupier","2010","69","137180","70","147259"
"Roscommon","Former Owner-Occupier","2011","77","103736","87","112270"
"Roscommon","Former Owner-Occupier","2012","132","99276.7","130","100632"
"Roscommon","Former Owner-Occupier","2013","191","79008.1","189","81655.7"
"Roscommon","Former Owner-Occupier","2014","186","78416.4","182","77082.6"
"Roscommon","Former Owner-Occupier","2015","224","88998.9","219","89090.8"
"Roscommon","Former Owner-Occupier","2016","265","96428.6","273","98626.8"
"Roscommon","Former Owner-Occupier","2017","249","104580","246","103918"
"Roscommon","Former Owner-Occupier","2018","284","117647","286","115231"
"Roscommon","Former Owner-Occupier","2019","303","127902","299","128663"
"Roscommon","Former Owner-Occupier","2020","287","129239","292","126367"
"Roscommon","Former Owner-Occupier","2021","237","150084","254","150104"
"Roscommon","Non-Occupier","2010","33","121915","38","131236"
"Roscommon","Non-Occupier","2011","30","75770.8","34","83213.4"
"Roscommon","Non-Occupier","2012","54","73219.9","58","82635.3"
"Roscommon","Non-Occupier","2013","81","57661","76","62866.2"
"Roscommon","Non-Occupier","2014","101","69048.8","100","73645.8"
"Roscommon","Non-Occupier","2015","111","67039.3","113","67902.5"
"Roscommon","Non-Occupier","2016","115","59245.7","116","59634.8"
"Roscommon","Non-Occupier","2017","130","83760.4","130","79806.4"
"Roscommon","Non-Occupier","2018","139","70091.1","145","73089.2"
"Roscommon","Non-Occupier","2019","92","85142.7","95","83543.5"
"Roscommon","Non-Occupier","2020","100","75309.4","98","75664.4"
"Roscommon","Non-Occupier","2021","87","88572.9","93","87276"
"Sligo","All","2010","265","178713","292","188183"
"Sligo","All","2011","189","135090","230","145056"
"Sligo","All","2012","284","115324","272","120067"
"Sligo","All","2013","361","112750","376","113019"
"Sligo","All","2014","595","117639","577","120549"
"Sligo","All","2015","586","119508","612","116942"
"Sligo","All","2016","588","120484","601","121518"
"Sligo","All","2017","622","138412","626","137076"
"Sligo","All","2018","697","147319","682","147846"
"Sligo","All","2019","684","164190","694","163252"
"Sligo","All","2020","542","151503","539","151831"
"Sligo","All","2021","488","174967","529","172083"
"Sligo","First-Time Owner-Occupier","2010","120","172021","130","176284"
"Sligo","First-Time Owner-Occupier","2011","55","149487","76","162090"
"Sligo","First-Time Owner-Occupier","2012","68","121248","74","132318"
"Sligo","First-Time Owner-Occupier","2013","93","111283","96","109748"
"Sligo","First-Time Owner-Occupier","2014","119","128449","122","127361"
"Sligo","First-Time Owner-Occupier","2015","101","120420","105","118768"
"Sligo","First-Time Owner-Occupier","2016","96","122612","99","129106"
"Sligo","First-Time Owner-Occupier","2017","109","131921","105","126792"
"Sligo","First-Time Owner-Occupier","2018","154","149525","154","150077"
"Sligo","First-Time Owner-Occupier","2019","168","160837","168","161192"
"Sligo","First-Time Owner-Occupier","2020","126","158252","129","156618"
"Sligo","First-Time Owner-Occupier","2021","106","184145","112","184133"
"Sligo","Former Owner-Occupier","2010","76","220779","92","236113"
"Sligo","Former Owner-Occupier","2011","78","139801","92","147446"
"Sligo","Former Owner-Occupier","2012","132","129289","122","125284"
"Sligo","Former Owner-Occupier","2013","161","130398","162","132928"
"Sligo","Former Owner-Occupier","2014","278","137034","279","136994"
"Sligo","Former Owner-Occupier","2015","276","142644","276","140943"
"Sligo","Former Owner-Occupier","2016","286","143808","297","143674"
"Sligo","Former Owner-Occupier","2017","304","168105","303","168036"
"Sligo","Former Owner-Occupier","2018","334","172833","335","171124"
"Sligo","Former Owner-Occupier","2019","358","190823","356","191372"
"Sligo","Former Owner-Occupier","2020","285","165449","278","168550"
"Sligo","Former Owner-Occupier","2021","262","203781","286","197927"
"Sligo","Non-Occupier","2010","69","144018","70","147285"
"Sligo","Non-Occupier","2011","56","114391","62","120631"
"Sligo","Non-Occupier","2012","84","88583.8","76","99761"
"Sligo","Non-Occupier","2013","107","87471.1","118","88347"
"Sligo","Non-Occupier","2014","198","83909.6","176","89757.1"
"Sligo","Non-Occupier","2015","209","88513.9","231","87434.5"
"Sligo","Non-Occupier","2016","206","87110.2","205","85754.7"
"Sligo","Non-Occupier","2017","209","98608.5","218","98997.9"
"Sligo","Non-Occupier","2018","209","104919","193","105660"
"Sligo","Non-Occupier","2019","158","107411","170","106401"
"Sligo","Non-Occupier","2020","131","114672","132","111943"
"Sligo","Non-Occupier","2021","120","103950","131","105359"
"Tipperary","All","2010","429","171255","496","172305"
"Tipperary","All","2011","350","169406","443","166010"
"Tipperary","All","2012","446","118639","447","121153"
"Tipperary","All","2013","580","106337","574","110598"
"Tipperary","All","2014","728","108465","704","119099"
"Tipperary","All","2015","996","117345","1003","115375"
"Tipperary","All","2016","1021","123796","1038","123339"
"Tipperary","All","2017","1159","132712","1161","133757"
"Tipperary","All","2018","1145","147567","1148","145656"
"Tipperary","All","2019","1149","160366","1157","159137"
"Tipperary","All","2020","1018","159869","1013","160564"
"Tipperary","All","2021","867","180985","931","179323"
"Tipperary","First-Time Owner-Occupier","2010","218","175946","247","176361"
"Tipperary","First-Time Owner-Occupier","2011","118","155529","157","172884"
"Tipperary","First-Time Owner-Occupier","2012","135","117455","134","123896"
"Tipperary","First-Time Owner-Occupier","2013","150","113558","158","113015"
"Tipperary","First-Time Owner-Occupier","2014","200","111979","203","115664"
"Tipperary","First-Time Owner-Occupier","2015","256","132388","247","131016"
"Tipperary","First-Time Owner-Occupier","2016","220","126893","225","129310"
"Tipperary","First-Time Owner-Occupier","2017","265","154727","272","153689"
"Tipperary","First-Time Owner-Occupier","2018","298","154997","304","152312"
"Tipperary","First-Time Owner-Occupier","2019","299","171044","301","170438"
"Tipperary","First-Time Owner-Occupier","2020","299","166640","296","168460"
"Tipperary","First-Time Owner-Occupier","2021","218","179994","229","178502"
"Tipperary","Former Owner-Occupier","2010","148","178447","156","185992"
"Tipperary","Former Owner-Occupier","2011","149","167702","189","178639"
"Tipperary","Former Owner-Occupier","2012","202","137427","199","138666"
"Tipperary","Former Owner-Occupier","2013","286","115696","279","120731"
"Tipperary","Former Owner-Occupier","2014","349","124703","334","125897"
"Tipperary","Former Owner-Occupier","2015","476","130431","478","128288"
"Tipperary","Former Owner-Occupier","2016","515","143590","517","142969"
"Tipperary","Former Owner-Occupier","2017","588","145359","595","145308"
"Tipperary","Former Owner-Occupier","2018","587","163793","575","163783"
"Tipperary","Former Owner-Occupier","2019","628","174402","634","172365"
"Tipperary","Former Owner-Occupier","2020","528","172785","520","172814"
"Tipperary","Former Owner-Occupier","2021","482","201357","525","199394"
"Tipperary","Non-Occupier","2010","63","138129","93","138576"
"Tipperary","Non-Occupier","2011","83","192194","97","130279"
"Tipperary","Non-Occupier","2012","109","85287.8","114","87357"
"Tipperary","Non-Occupier","2013","144","80226.7","137","87174.8"
"Tipperary","Non-Occupier","2014","179","72880","167","109679"
"Tipperary","Non-Occupier","2015","264","79161.8","278","79276.2"
"Tipperary","Non-Occupier","2016","286","85768.8","296","84516.3"
"Tipperary","Non-Occupier","2017","306","89345.3","294","91939.2"
"Tipperary","Non-Occupier","2018","260","102416","269","99386.6"
"Tipperary","Non-Occupier","2019","222","106278","222","106036"
"Tipperary","Non-Occupier","2020","191","113566","197","116363"
"Tipperary","Non-Occupier","2021","167","123483","177","120852"
"Waterford","All","2010","373","200340","399","208176"
"Waterford","All","2011","403","150452","434","156473"
"Waterford","All","2012","466","128181","482","132500"
"Waterford","All","2013","615","119265","593","121885"
"Waterford","All","2014","918","126145","896","126614"
"Waterford","All","2015","1082","131114","1102","129536"
"Waterford","All","2016","1166","145927","1155","147160"
"Waterford","All","2017","1114","171284","1106","172013"
"Waterford","All","2018","1162","183647","1195","179176"
"Waterford","All","2019","1220","196529","1212","194010"
"Waterford","All","2020","1091","212941","1096","214168"
"Waterford","All","2021","818","225414","871","224759"
"Waterford","First-Time Owner-Occupier","2010","180","189937","201","201156"
"Waterford","First-Time Owner-Occupier","2011","101","146693","119","159101"
"Waterford","First-Time Owner-Occupier","2012","136","130607","138","133973"
"Waterford","First-Time Owner-Occupier","2013","167","119974","168","119598"
"Waterford","First-Time Owner-Occupier","2014","212","128043","207","127740"
"Waterford","First-Time Owner-Occupier","2015","208","134753","210","134559"
"Waterford","First-Time Owner-Occupier","2016","219","152460","214","153432"
"Waterford","First-Time Owner-Occupier","2017","263","176247","274","173998"
"Waterford","First-Time Owner-Occupier","2018","267","186239","261","184812"
"Waterford","First-Time Owner-Occupier","2019","325","209078","322","208828"
"Waterford","First-Time Owner-Occupier","2020","292","219937","293","217641"
"Waterford","First-Time Owner-Occupier","2021","202","216916","215","219315"
"Waterford","Former Owner-Occupier","2010","125","253629","130","252746"
"Waterford","Former Owner-Occupier","2011","178","182892","177","186183"
"Waterford","Former Owner-Occupier","2012","209","153331","214","158552"
"Waterford","Former Owner-Occupier","2013","283","140681","276","142233"
"Waterford","Former Owner-Occupier","2014","423","151847","418","153555"
"Waterford","Former Owner-Occupier","2015","520","161232","531","160346"
"Waterford","Former Owner-Occupier","2016","590","170136","579","171671"
"Waterford","Former Owner-Occupier","2017","529","207074","534","203434"
"Waterford","Former Owner-Occupier","2018","590","214021","595","212160"
"Waterford","Former Owner-Occupier","2019","624","216005","616","214206"
"Waterford","Former Owner-Occupier","2020","582","230465","586","231373"
"Waterford","Former Owner-Occupier","2021","429","255438","456","254724"
"Waterford","Non-Occupier","2010","68","129922","68","143720"
"Waterford","Non-Occupier","2011","124","106948","138","116100"
"Waterford","Non-Occupier","2012","121","82013.5","130","88049.8"
"Waterford","Non-Occupier","2013","165","81815.8","149","86769.2"
"Waterford","Non-Occupier","2014","283","86307.8","271","84197.7"
"Waterford","Non-Occupier","2015","354","84734.7","361","81296.1"
"Waterford","Non-Occupier","2016","357","101912","362","104247"
"Waterford","Non-Occupier","2017","322","108431","298","113882"
"Waterford","Non-Occupier","2018","305","122622","339","116943"
"Waterford","Non-Occupier","2019","271","136633","274","131192"
"Waterford","Non-Occupier","2020","217","156526","217","163017"
"Waterford","Non-Occupier","2021","187","165714","200","162292"
"Westmeath","All","2010","354","171828","368","175503"
"Westmeath","All","2011","302","147101","330","149824"
"Westmeath","All","2012","369","119179","372","118339"
"Westmeath","All","2013","480","113336","484","117204"
"Westmeath","All","2014","776","112573","767","112605"
"Westmeath","All","2015","900","122062","906","122152"
"Westmeath","All","2016","842","139759","851","139005"
"Westmeath","All","2017","856","162098","879","159952"
"Westmeath","All","2018","951","180468","941","180107"
"Westmeath","All","2019","906","191218","911","190542"
"Westmeath","All","2020","801","197158","806","195825"
"Westmeath","All","2021","667","219240","699","218921"
"Westmeath","First-Time Owner-Occupier","2010","192","167314","193","173062"
"Westmeath","First-Time Owner-Occupier","2011","98","145443","117","149778"
"Westmeath","First-Time Owner-Occupier","2012","115","121752","120","122047"
"Westmeath","First-Time Owner-Occupier","2013","128","116287","139","120370"
"Westmeath","First-Time Owner-Occupier","2014","185","126378","197","126538"
"Westmeath","First-Time Owner-Occupier","2015","166","136824","168","134515"
"Westmeath","First-Time Owner-Occupier","2016","172","141599","177","143449"
"Westmeath","First-Time Owner-Occupier","2017","182","160948","183","160029"
"Westmeath","First-Time Owner-Occupier","2018","216","177645","215","177310"
"Westmeath","First-Time Owner-Occupier","2019","220","202244","216","199837"
"Westmeath","First-Time Owner-Occupier","2020","198","208673","204","208785"
"Westmeath","First-Time Owner-Occupier","2021","194","232601","200","233023"
"Westmeath","Former Owner-Occupier","2010","105","200072","113","204191"
"Westmeath","Former Owner-Occupier","2011","123","173054","132","173452"
"Westmeath","Former Owner-Occupier","2012","169","131936","166","129911"
"Westmeath","Former Owner-Occupier","2013","238","128837","233","132423"
"Westmeath","Former Owner-Occupier","2014","377","124995","371","124549"
"Westmeath","Former Owner-Occupier","2015","454","138485","465","138515"
"Westmeath","Former Owner-Occupier","2016","446","159650","439","160012"
"Westmeath","Former Owner-Occupier","2017","466","183139","473","181567"
"Westmeath","Former Owner-Occupier","2018","539","202484","535","201224"
"Westmeath","Former Owner-Occupier","2019","529","203571","538","203738"
"Westmeath","Former Owner-Occupier","2020","484","205978","477","205761"
"Westmeath","Former Owner-Occupier","2021","367","234832","387","232820"
"Westmeath","Non-Occupier","2010","57","135007","62","130819"
"Westmeath","Non-Occupier","2011","81","109698","81","111387"
"Westmeath","Non-Occupier","2012","85","90333.1","86","90828.2"
"Westmeath","Non-Occupier","2013","114","77661","112","81614.6"
"Westmeath","Non-Occupier","2014","214","78755.9","199","76546"
"Westmeath","Non-Occupier","2015","280","86680.5","273","86673"
"Westmeath","Non-Occupier","2016","224","98743.2","235","96415.4"
"Westmeath","Non-Occupier","2017","208","115964","223","114041"
"Westmeath","Non-Occupier","2018","196","123036","191","124105"
"Westmeath","Non-Occupier","2019","157","134145","157","132535"
"Westmeath","Non-Occupier","2020","119","142122","125","136759"
"Westmeath","Non-Occupier","2021","106","140805","112","145713"
"Wexford","All","2010","620","185065","631","190517"
"Wexford","All","2011","539","149083","590","155058"
"Wexford","All","2012","803","130362","803","133393"
"Wexford","All","2013","845","118768","833","119222"
"Wexford","All","2014","1283","125694","1261","127510"
"Wexford","All","2015","1417","138841","1450","136127"
"Wexford","All","2016","1334","152462","1349","151631"
"Wexford","All","2017","1407","166461","1417","166177"
"Wexford","All","2018","1450","185021","1430","184947"
"Wexford","All","2019","1508","192441","1535","190944"
"Wexford","All","2020","1423","205617","1386","204247"
"Wexford","All","2021","1106","223123","1202","223227"
"Wexford","First-Time Owner-Occupier","2010","229","178253","234","184214"
"Wexford","First-Time Owner-Occupier","2011","105","147746","123","158515"
"Wexford","First-Time Owner-Occupier","2012","163","125499","167","128973"
"Wexford","First-Time Owner-Occupier","2013","158","110225","161","110748"
"Wexford","First-Time Owner-Occupier","2014","223","132150","230","132608"
"Wexford","First-Time Owner-Occupier","2015","224","138667","228","139372"
"Wexford","First-Time Owner-Occupier","2016","229","148460","231","147070"
"Wexford","First-Time Owner-Occupier","2017","253","160510","256","160753"
"Wexford","First-Time Owner-Occupier","2018","241","182039","239","180782"
"Wexford","First-Time Owner-Occupier","2019","304","191957","307","190580"
"Wexford","First-Time Owner-Occupier","2020","297","203185","280","202245"
"Wexford","First-Time Owner-Occupier","2021","226","208187","250","210010"
"Wexford","Former Owner-Occupier","2010","248","195221","247","201208"
"Wexford","Former Owner-Occupier","2011","282","163826","306","169235"
"Wexford","Former Owner-Occupier","2012","438","143387","436","145344"
"Wexford","Former Owner-Occupier","2013","474","133277","463","133556"
"Wexford","Former Owner-Occupier","2014","730","137397","721","138965"
"Wexford","Former Owner-Occupier","2015","829","154183","827","151307"
"Wexford","Former Owner-Occupier","2016","789","166946","801","166592"
"Wexford","Former Owner-Occupier","2017","848","182644","857","182267"
"Wexford","Former Owner-Occupier","2018","927","198477","907","198616"
"Wexford","Former Owner-Occupier","2019","923","209416","940","207557"
"Wexford","Former Owner-Occupier","2020","873","223954","855","222555"
"Wexford","Former Owner-Occupier","2021","699","241896","757","241905"
"Wexford","Non-Occupier","2010","143","178360","150","182747"
"Wexford","Non-Occupier","2011","152","122655","161","125472"
"Wexford","Non-Occupier","2012","202","106045","200","111031"
"Wexford","Non-Occupier","2013","213","92815.5","209","93994.6"
"Wexford","Non-Occupier","2014","330","95443.9","310","97084.2"
"Wexford","Non-Occupier","2015","364","104006","395","102471"
"Wexford","Non-Occupier","2016","316","119198","317","117149"
"Wexford","Non-Occupier","2017","306","126536","304","125386"
"Wexford","Non-Occupier","2018","282","143339","284","144801"
"Wexford","Non-Occupier","2019","281","137203","288","137110"
"Wexford","Non-Occupier","2020","253","145195","251","144117"
"Wexford","Non-Occupier","2021","181","169270","195","167664"
"Wicklow","All","2010","566","321743","596","323134"
"Wicklow","All","2011","442","267015","485","277337"
"Wicklow","All","2012","636","245946","631","243167"
"Wicklow","All","2013","780","264616","784","255513"
"Wicklow","All","2014","1073","280030","1049","286951"
"Wicklow","All","2015","1082","314731","1090","309582"
"Wicklow","All","2016","1164","330634","1183","328146"
"Wicklow","All","2017","1376","350739","1355","350258"
"Wicklow","All","2018","1235","365836","1255","367020"
"Wicklow","All","2019","1535","372121","1530","367033"
"Wicklow","All","2020","1305","397023","1296","397658"
"Wicklow","All","2021","981","440580","1067","438469"
"Wicklow","First-Time Owner-Occupier","2010","320","271657","345","276508"
"Wicklow","First-Time Owner-Occupier","2011","138","217181","167","233813"
"Wicklow","First-Time Owner-Occupier","2012","206","220028","201","220711"
"Wicklow","First-Time Owner-Occupier","2013","199","221768","210","218141"
"Wicklow","First-Time Owner-Occupier","2014","251","239981","253","242614"
"Wicklow","First-Time Owner-Occupier","2015","299","261494","293","259616"
"Wicklow","First-Time Owner-Occupier","2016","318","283359","319","276780"
"Wicklow","First-Time Owner-Occupier","2017","423","315320","417","315266"
"Wicklow","First-Time Owner-Occupier","2018","390","330484","395","328349"
"Wicklow","First-Time Owner-Occupier","2019","537","336792","535","339520"
"Wicklow","First-Time Owner-Occupier","2020","455","362220","452","359083"
"Wicklow","First-Time Owner-Occupier","2021","291","379191","321","378499"
"Wicklow","Former Owner-Occupier","2010","209","403928","209","408542"
"Wicklow","Former Owner-Occupier","2011","247","308217","260","318184"
"Wicklow","Former Owner-Occupier","2012","360","278279","357","273614"
"Wicklow","Former Owner-Occupier","2013","487","295592","487","285686"
"Wicklow","Former Owner-Occupier","2014","655","315210","639","322258"
"Wicklow","Former Owner-Occupier","2015","662","347758","665","343529"
"Wicklow","Former Owner-Occupier","2016","724","365938","738","364667"
"Wicklow","Former Owner-Occupier","2017","842","380424","829","380246"
"Wicklow","Former Owner-Occupier","2018","727","400612","739","402880"
"Wicklow","Former Owner-Occupier","2019","884","408481","880","400479"
"Wicklow","Former Owner-Occupier","2020","757","431762","747","434024"
"Wicklow","Former Owner-Occupier","2021","625","477714","678","474609"
"Wicklow","Non-Occupier","2010","37","290678","42","281132"
"Wicklow","Non-Occupier","2011","57","209121","58","219550"
"Wicklow","Non-Occupier","2012","70","155932","73","156097"
"Wicklow","Non-Occupier","2013","94","194841","87","176823"
"Wicklow","Non-Occupier","2014","167","202241","157","214692"
"Wicklow","Non-Occupier","2015","121","265590","132","249473"
"Wicklow","Non-Occupier","2016","122","244349","126","244284"
"Wicklow","Non-Occupier","2017","111","260538","109","256057"
"Wicklow","Non-Occupier","2018","118","268420","121","274244"
"Wicklow","Non-Occupier","2019","114","256587","115","239086"
"Wicklow","Non-Occupier","2020","93","284534","97","297347"
"Wicklow","Non-Occupier","2021","65","358354","68","361221"
