"County","Year","Female Population","Male Population"
"Dublin","1856","187764","218339"
"Dublin","1857","187859","218434"
"Dublin","1858","187955","218530"
"Dublin","1859","188050","218625"
"Dublin","1860","188146","218721"
"Dublin","1861","191435","218817"
"Dublin","1862","191268","218650"
"Dublin","1863","191102","218484"
"Dublin","1864","190936","218318"
"Dublin","1865","190769","218151"
"Dublin","1866","190603","217985"
"Dublin","1867","190437","217819"
"Dublin","1868","190270","217652"
"Dublin","1869","190104","217486"
"Dublin","1870","189938","217320"
"Dublin","1871","188108","217154"
"Dublin","1872","188509","217555"
"Dublin","1873","188911","217957"
"Dublin","1874","189312","218358"
"Dublin","1875","189714","218760"
"Dublin","1876","190116","219162"
"Dublin","1877","190517","219563"
"Dublin","1878","190919","219965"
"Dublin","1879","191320","220366"
"Dublin","1880","191722","220768"
"Dublin","1881","197740","221170"
"Dublin","1882","197803","221233"
"Dublin","1883","197867","221297"
"Dublin","1884","197931","221361"
"Dublin","1885","197994","221424"
"Dublin","1886","198058","221488"
"Dublin","1887","198122","221552"
"Dublin","1888","198185","221615"
"Dublin","1889","198249","221679"
"Dublin","1890","198313","221743"
"Dublin","1891","197409","221807"
"Dublin","1892","198870","223268"
"Dublin","1893","200331","224729"
"Dublin","1894","201792","226190"
"Dublin","1895","203254","227652"
"Dublin","1896","204715","229113"
"Dublin","1897","206176","230574"
"Dublin","1898","207638","232036"
"Dublin","1899","209099","233497"
"Dublin","1900","210560","234958"
"Dublin","1901","211786","236420"
"Dublin","1902","213227","237861"
"Dublin","1903","214668","239302"
"Dublin","1904","216109","240743"
"Dublin","1905","217550","242184"
"Dublin","1906","218992","243626"
"Dublin","1907","220433","245067"
"Dublin","1908","221874","246508"
"Dublin","1909","223315","247949"
"Dublin","1910","224756","249390"
"Dublin","1911","226364","250832"
"Dublin","1912","227419","251887"
"Dublin","1913","228474","252942"
"Dublin","1914","229529","253997"
"Dublin","1915","230584","255052"
"Dublin","1916","231639","256107"
"Dublin","1917","232694","257162"
"Dublin","1918","233749","258217"
"Dublin","1919","234805","259273"
"Dublin","1920","235860","260328"
"Dublin","1921","236915","261383"
"Dublin","1922","237970","262438"
"Dublin","1923","239025","263493"
"Dublin","1924","240080","264548"
"Dublin","1925","241135","265603"
"Dublin","1926","238995","266659"
"Dublin","1927","243311","270975"
"Dublin","1928","247628","275292"
"Dublin","1929","251945","279609"
"Dublin","1930","256262","283926"
"Dublin","1931","260578","288242"
"Dublin","1932","264895","292559"
"Dublin","1933","269212","296876"
"Dublin","1934","273529","301193"
"Dublin","1935","277846","305510"
"Dublin","1936","277098","309827"
"Dublin","1937","280514","313243"
"Dublin","1938","283930","316659"
"Dublin","1939","287346","320075"
"Dublin","1940","290762","323491"
"Dublin","1941","294178","326907"
"Dublin","1942","297594","330323"
"Dublin","1943","301010","333739"
"Dublin","1944","304426","337155"
"Dublin","1945","307842","340571"
"Dublin","1946","292205","343988"
"Dublin","1947","296786","348569"
"Dublin","1948","301368","353151"
"Dublin","1949","305949","357732"
"Dublin","1950","310531","362314"
"Dublin","1951","326126","366896"
"Dublin","1952","327977","368747"
"Dublin","1953","329829","370599"
"Dublin","1954","331680","372450"
"Dublin","1955","333532","374302"
"Dublin","1956","329627","376154"
"Dublin","1957","331061","377588"
"Dublin","1958","332496","379023"
"Dublin","1959","333931","380458"
"Dublin","1960","335366","381893"
"Dublin","1961","335004","383328"
"Dublin","1962","342209","390533"
"Dublin","1963","349414","397738"
"Dublin","1964","356620","404944"
"Dublin","1965","363825","412149"
"Dublin","1966","375692","419355"
"Dublin","1967","381063","424726"
"Dublin","1968","386434","430097"
"Dublin","1969","391805","435468"
"Dublin","1970","397176","440839"
"Dublin","1971","406008","446211"
"Dublin","1972","414054","454257"
"Dublin","1973","422100","462303"
"Dublin","1974","430146","470349"
"Dublin","1975","438192","478395"
"Dublin","1976","446238","486441"
"Dublin","1977","454284","494487"
"Dublin","1978","462330","502533"
"Dublin","1979","473104","510579"
"Dublin","1980","478225","515700"
"Dublin","1981","482342","520822"
"Dublin","1982","484011","522491"
"Dublin","1983","485681","524161"
"Dublin","1984","487350","525830"
"Dublin","1985","489020","527500"
"Dublin","1986","492279","529170"
"Dublin","1987","493019","529910"
"Dublin","1988","493759","530650"
"Dublin","1989","494500","531391"
"Dublin","1990","495240","532131"
"Dublin","1991","492432","532872"
"Dublin","1992","495717","536157"
"Dublin","1993","499002","539442"
"Dublin","1994","502287","542727"
"Dublin","1995","505572","546012"
"Dublin","1996","508966","549298"
"Dublin","1997","513874","554206"
"Dublin","1998","518782","559114"
"Dublin","1999","523690","564022"
"Dublin","2000","528598","568930"
"Dublin","2001","533506","573838"
"Dublin","2002","544075","578746"
"Dublin","2003","545027","579698"
"Dublin","2004","545980","580651"
"Dublin","2005","546933","581604"
"Dublin","2006","604619","582557"
"Dublin","2007","612088","590026"
"Dublin","2008","619557","597495"
"Dublin","2009","627026","604964"
"Dublin","2010","634495","612433"
"Dublin","2011","653167","619902"
"Dublin","2012","660860","627595"
"Dublin","2013","668554","635289"
"Dublin","2014","676248","642983"
"Dublin","2015","683942","650677"
"Dublin","2016","688988","658371"
"Galway","1841","219564","220634"
"Galway","1842","213955","215025"
"Galway","1843","208347","209417"
"Galway","1844","202738","203808"
"Galway","1845","197130","198200"
"Galway","1846","191521","192591"
"Galway","1847","185913","186983"
"Galway","1848","180304","181374"
"Galway","1849","174696","175766"
"Galway","1850","169087","170157"
"Galway","1851","157135","164549"
"Galway","1852","154422","161836"
"Galway","1853","151709","159123"
"Galway","1854","148996","156410"
"Galway","1855","146283","153697"
"Galway","1856","143571","150985"
"Galway","1857","140858","148272"
"Galway","1858","138145","145559"
"Galway","1859","135432","142846"
"Galway","1860","132719","140133"
"Galway","1861","134057","137421"
"Galway","1862","132911","136275"
"Galway","1863","131765","135129"
"Galway","1864","130619","133983"
"Galway","1865","129473","132837"
"Galway","1866","128327","131691"
"Galway","1867","127181","130545"
"Galway","1868","126035","129399"
"Galway","1869","124889","128253"
"Galway","1870","123743","127107"
"Galway","1871","122496","125962"
"Galway","1872","122039","125505"
"Galway","1873","121582","125048"
"Galway","1874","121126","124592"
"Galway","1875","120669","124135"
"Galway","1876","120212","123678"
"Galway","1877","119756","123222"
"Galway","1878","119299","122765"
"Galway","1879","118843","122309"
"Galway","1880","118386","121852"
"Galway","1881","120609","121396"
"Galway","1882","119112","119899"
"Galway","1883","117615","118402"
"Galway","1884","116118","116905"
"Galway","1885","114622","115409"
"Galway","1886","113125","113912"
"Galway","1887","111628","112415"
"Galway","1888","110132","110919"
"Galway","1889","108635","109422"
"Galway","1890","107138","107925"
"Galway","1891","108283","106429"
"Galway","1892","107102","105248"
"Galway","1893","105922","104068"
"Galway","1894","104742","102888"
"Galway","1895","103561","101707"
"Galway","1896","102381","100527"
"Galway","1897","101201","99347"
"Galway","1898","100020","98166"
"Galway","1899","98840","96986"
"Galway","1900","97660","95806"
"Galway","1901","97923","94626"
"Galway","1902","97242","93945"
"Galway","1903","96562","93265"
"Galway","1904","95881","92584"
"Galway","1905","95201","91904"
"Galway","1906","94520","91223"
"Galway","1907","93840","90543"
"Galway","1908","93159","89862"
"Galway","1909","92479","89182"
"Galway","1910","91798","88501"
"Galway","1911","94403","87821"
"Galway","1912","93940","87358"
"Galway","1913","93478","86896"
"Galway","1914","93015","86433"
"Galway","1915","92553","85971"
"Galway","1916","92091","85509"
"Galway","1917","91628","85046"
"Galway","1918","91166","84584"
"Galway","1919","90703","84121"
"Galway","1920","90241","83659"
"Galway","1921","89779","83197"
"Galway","1922","89316","82734"
"Galway","1923","88854","82272"
"Galway","1924","88391","81809"
"Galway","1925","87929","81347"
"Galway","1926","88481","80885"
"Galway","1927","88295","80699"
"Galway","1928","88109","80513"
"Galway","1929","87923","80327"
"Galway","1930","87738","80142"
"Galway","1931","87552","79956"
"Galway","1932","87366","79770"
"Galway","1933","87181","79585"
"Galway","1934","86995","79399"
"Galway","1935","86809","79213"
"Galway","1936","89170","79028"
"Galway","1937","89043","78901"
"Galway","1938","88917","78775"
"Galway","1939","88791","78649"
"Galway","1940","88665","78523"
"Galway","1941","88539","78397"
"Galway","1942","88412","78270"
"Galway","1943","88286","78144"
"Galway","1944","88160","78018"
"Galway","1945","88034","77892"
"Galway","1946","87435","77766"
"Galway","1947","86894","77225"
"Galway","1948","86353","76684"
"Galway","1949","85813","76144"
"Galway","1950","85272","75603"
"Galway","1951","85141","75063"
"Galway","1952","84794","74716"
"Galway","1953","84447","74369"
"Galway","1954","84101","74023"
"Galway","1955","83754","73676"
"Galway","1956","82223","73330"
"Galway","1957","81735","72842"
"Galway","1958","81248","72355"
"Galway","1959","80761","71868"
"Galway","1960","80274","71381"
"Galway","1961","78993","70894"
"Galway","1962","78943","70844"
"Galway","1963","78893","70794"
"Galway","1964","78843","70744"
"Galway","1965","78793","70694"
"Galway","1966","77696","70644"
"Galway","1967","77843","70791"
"Galway","1968","77990","70938"
"Galway","1969","78138","71086"
"Galway","1970","78285","71233"
"Galway","1971","77842","71381"
"Galway","1972","79083","72622"
"Galway","1973","80324","73863"
"Galway","1974","81565","75104"
"Galway","1975","82806","76345"
"Galway","1976","84047","77586"
"Galway","1977","85288","78827"
"Galway","1978","86529","80068"
"Galway","1979","86528","81310"
"Galway","1980","87717","82499"
"Galway","1981","88330","83688"
"Galway","1982","89177","84535"
"Galway","1983","90025","85383"
"Galway","1984","90873","86231"
"Galway","1985","91721","87079"
"Galway","1986","90625","87927"
"Galway","1987","90911","88213"
"Galway","1988","91197","88499"
"Galway","1989","91484","88786"
"Galway","1990","91770","89072"
"Galway","1991","91005","89359"
"Galway","1992","91998","90352"
"Galway","1993","92991","91345"
"Galway","1994","93984","92338"
"Galway","1995","94977","93331"
"Galway","1996","94529","94325"
"Galway","1997","96259","96055"
"Galway","1998","97990","97786"
"Galway","1999","99721","99517"
"Galway","2000","101452","101248"
"Galway","2001","103183","102979"
"Galway","2002","104367","104710"
"Galway","2003","107308","107651"
"Galway","2004","110250","110593"
"Galway","2005","113191","113534"
"Galway","2006","115194","116476"
"Galway","2007","116850","118132"
"Galway","2008","118506","119788"
"Galway","2009","120163","121445"
"Galway","2010","121819","123101"
"Galway","2011","125895","124758"
"Galway","2012","126476","125339"
"Galway","2013","127057","125920"
"Galway","2014","127638","126501"
"Galway","2015","128219","127082"
"Galway","2016","130395","127663"
"Kerry","1841","147307","146573"
"Kerry","1842","144824","144090"
"Kerry","1843","142341","141607"
"Kerry","1844","139858","139124"
"Kerry","1845","137375","136641"
"Kerry","1846","134892","134158"
"Kerry","1847","132409","131675"
"Kerry","1848","129926","129192"
"Kerry","1849","127443","126709"
"Kerry","1850","124960","124226"
"Kerry","1851","116511","121743"
"Kerry","1852","114516","119748"
"Kerry","1853","112522","117754"
"Kerry","1854","110528","115760"
"Kerry","1855","108534","113766"
"Kerry","1856","106540","111772"
"Kerry","1857","104545","109777"
"Kerry","1858","102551","107783"
"Kerry","1859","100557","105789"
"Kerry","1860","98563","103795"
"Kerry","1861","99999","101801"
"Kerry","1862","99686","101488"
"Kerry","1863","99373","101175"
"Kerry","1864","99060","100862"
"Kerry","1865","98747","100549"
"Kerry","1866","98434","100236"
"Kerry","1867","98122","99924"
"Kerry","1868","97809","99611"
"Kerry","1869","97496","99298"
"Kerry","1870","97183","98985"
"Kerry","1871","97913","98673"
"Kerry","1872","98028","98788"
"Kerry","1873","98144","98904"
"Kerry","1874","98260","99020"
"Kerry","1875","98376","99136"
"Kerry","1876","98492","99252"
"Kerry","1877","98607","99367"
"Kerry","1878","98723","99483"
"Kerry","1879","98839","99599"
"Kerry","1880","98955","99715"
"Kerry","1881","101208","99831"
"Kerry","1882","100036","98659"
"Kerry","1883","98865","97488"
"Kerry","1884","97694","96317"
"Kerry","1885","96523","95146"
"Kerry","1886","95352","93975"
"Kerry","1887","94180","92803"
"Kerry","1888","93009","91632"
"Kerry","1889","91838","90461"
"Kerry","1890","90667","89290"
"Kerry","1891","91017","88119"
"Kerry","1892","90335","87437"
"Kerry","1893","89653","86755"
"Kerry","1894","88971","86073"
"Kerry","1895","88289","85391"
"Kerry","1896","87607","84709"
"Kerry","1897","86925","84027"
"Kerry","1898","86243","83345"
"Kerry","1899","85561","82663"
"Kerry","1900","84879","81981"
"Kerry","1901","84427","81299"
"Kerry","1902","84118","80990"
"Kerry","1903","83810","80682"
"Kerry","1904","83502","80374"
"Kerry","1905","83194","80066"
"Kerry","1906","82886","79758"
"Kerry","1907","82577","79449"
"Kerry","1908","82269","79141"
"Kerry","1909","81961","78833"
"Kerry","1910","81653","78525"
"Kerry","1911","81474","78217"
"Kerry","1912","81080","77823"
"Kerry","1913","80686","77429"
"Kerry","1914","80292","77035"
"Kerry","1915","79898","76641"
"Kerry","1916","79504","76247"
"Kerry","1917","79110","75853"
"Kerry","1918","78716","75459"
"Kerry","1919","78322","75065"
"Kerry","1920","77928","74671"
"Kerry","1921","77534","74277"
"Kerry","1922","77140","73883"
"Kerry","1923","76746","73489"
"Kerry","1924","76352","73095"
"Kerry","1925","75958","72701"
"Kerry","1926","76863","72308"
"Kerry","1927","76265","71710"
"Kerry","1928","75667","71112"
"Kerry","1929","75069","70514"
"Kerry","1930","74472","69917"
"Kerry","1931","73874","69319"
"Kerry","1932","73276","68721"
"Kerry","1933","72679","68124"
"Kerry","1934","72081","67526"
"Kerry","1935","71483","66928"
"Kerry","1936","73503","66331"
"Kerry","1937","73247","66075"
"Kerry","1938","72992","65820"
"Kerry","1939","72737","65565"
"Kerry","1940","72482","65310"
"Kerry","1941","72227","65055"
"Kerry","1942","71972","64800"
"Kerry","1943","71717","64545"
"Kerry","1944","71462","64290"
"Kerry","1945","71207","64035"
"Kerry","1946","70113","63780"
"Kerry","1947","69384","63051"
"Kerry","1948","68655","62322"
"Kerry","1949","67927","61594"
"Kerry","1950","67198","60865"
"Kerry","1951","66507","60137"
"Kerry","1952","66101","59731"
"Kerry","1953","65695","59325"
"Kerry","1954","65289","58919"
"Kerry","1955","64883","58513"
"Kerry","1956","63965","58107"
"Kerry","1957","63467","57609"
"Kerry","1958","62970","57112"
"Kerry","1959","62472","56614"
"Kerry","1960","61975","56117"
"Kerry","1961","60838","55620"
"Kerry","1962","60536","55318"
"Kerry","1963","60234","55016"
"Kerry","1964","59932","54714"
"Kerry","1965","59630","54412"
"Kerry","1966","58674","54111"
"Kerry","1967","58725","54162"
"Kerry","1968","58776","54213"
"Kerry","1969","58828","54265"
"Kerry","1970","58879","54316"
"Kerry","1971","58404","54368"
"Kerry","1972","58879","54843"
"Kerry","1973","59354","55318"
"Kerry","1974","59830","55794"
"Kerry","1975","60305","56269"
"Kerry","1976","60780","56744"
"Kerry","1977","61256","57220"
"Kerry","1978","61731","57695"
"Kerry","1979","62185","58171"
"Kerry","1980","62738","58724"
"Kerry","1981","63492","59278"
"Kerry","1982","63809","59595"
"Kerry","1983","64127","59913"
"Kerry","1984","64444","60230"
"Kerry","1985","64762","60548"
"Kerry","1986","63293","60866"
"Kerry","1987","63112","60685"
"Kerry","1988","62931","60504"
"Kerry","1989","62750","60323"
"Kerry","1990","62569","60142"
"Kerry","1991","61932","59962"
"Kerry","1992","62405","60435"
"Kerry","1993","62878","60908"
"Kerry","1994","63352","61382"
"Kerry","1995","63825","61855"
"Kerry","1996","63801","62329"
"Kerry","1997","64405","62933"
"Kerry","1998","65009","63537"
"Kerry","1999","65614","64142"
"Kerry","2000","66218","64746"
"Kerry","2001","66822","65350"
"Kerry","2002","66572","65955"
"Kerry","2003","67743","67126"
"Kerry","2004","68915","68298"
"Kerry","2005","70086","69469"
"Kerry","2006","69194","70641"
"Kerry","2007","69591","71038"
"Kerry","2008","69989","71436"
"Kerry","2009","70386","71833"
"Kerry","2010","70784","72231"
"Kerry","2011","72873","72629"
"Kerry","2012","72958","72714"
"Kerry","2013","73043","72799"
"Kerry","2014","73128","72884"
"Kerry","2015","73213","72969"
"Kerry","2016","74652","73055"
"Kildare","1841","58030","56458"
"Kildare","1842","57103","55531"
"Kildare","1843","56177","54605"
"Kildare","1844","55251","53679"
"Kildare","1845","54324","52752"
"Kildare","1846","53398","51826"
"Kildare","1847","52472","50900"
"Kildare","1848","51545","49973"
"Kildare","1849","50619","49047"
"Kildare","1850","49693","48121"
"Kildare","1851","48528","47195"
"Kildare","1852","48007","46674"
"Kildare","1853","47486","46153"
"Kildare","1854","46965","45632"
"Kildare","1855","46444","45111"
"Kildare","1856","45923","44590"
"Kildare","1857","45402","44069"
"Kildare","1858","44881","43548"
"Kildare","1859","44360","43027"
"Kildare","1860","43839","42506"
"Kildare","1861","48960","41986"
"Kildare","1862","48628","41654"
"Kildare","1863","48296","41322"
"Kildare","1864","47964","40990"
"Kildare","1865","47632","40658"
"Kildare","1866","47300","40326"
"Kildare","1867","46969","39995"
"Kildare","1868","46637","39663"
"Kildare","1869","46305","39331"
"Kildare","1870","45973","38999"
"Kildare","1871","44946","38668"
"Kildare","1872","44589","38311"
"Kildare","1873","44233","37955"
"Kildare","1874","43876","37598"
"Kildare","1875","43520","37242"
"Kildare","1876","43163","36885"
"Kildare","1877","42807","36529"
"Kildare","1878","42450","36172"
"Kildare","1879","42094","35816"
"Kildare","1880","41737","35459"
"Kildare","1881","40701","35103"
"Kildare","1882","40370","34772"
"Kildare","1883","40040","34442"
"Kildare","1884","39709","34111"
"Kildare","1885","39379","33781"
"Kildare","1886","39048","33450"
"Kildare","1887","38718","33120"
"Kildare","1888","38388","32790"
"Kildare","1889","38057","32459"
"Kildare","1890","37727","32129"
"Kildare","1891","38407","31799"
"Kildare","1892","38113","31505"
"Kildare","1893","37819","31211"
"Kildare","1894","37526","30918"
"Kildare","1895","37232","30624"
"Kildare","1896","36939","30331"
"Kildare","1897","36645","30037"
"Kildare","1898","36351","29743"
"Kildare","1899","36058","29450"
"Kildare","1900","35764","29156"
"Kildare","1901","34703","28863"
"Kildare","1902","34711","28871"
"Kildare","1903","34719","28879"
"Kildare","1904","34727","28887"
"Kildare","1905","34735","28895"
"Kildare","1906","34743","28903"
"Kildare","1907","34751","28911"
"Kildare","1908","34759","28919"
"Kildare","1909","34767","28927"
"Kildare","1910","34775","28935"
"Kildare","1911","37684","28943"
"Kildare","1912","37490","28749"
"Kildare","1913","37297","28556"
"Kildare","1914","37103","28362"
"Kildare","1915","36910","28169"
"Kildare","1916","36716","27975"
"Kildare","1917","36523","27782"
"Kildare","1918","36329","27588"
"Kildare","1919","36136","27395"
"Kildare","1920","35942","27201"
"Kildare","1921","35749","27008"
"Kildare","1922","35555","26814"
"Kildare","1923","35362","26621"
"Kildare","1924","35168","26427"
"Kildare","1925","34975","26234"
"Kildare","1926","31987","26041"
"Kildare","1927","31976","26030"
"Kildare","1928","31966","26020"
"Kildare","1929","31955","26009"
"Kildare","1930","31945","25999"
"Kildare","1931","31934","25988"
"Kildare","1932","31924","25978"
"Kildare","1933","31913","25967"
"Kildare","1934","31903","25957"
"Kildare","1935","31892","25946"
"Kildare","1936","31956","25936"
"Kildare","1937","32241","26221"
"Kildare","1938","32527","26507"
"Kildare","1939","32812","26792"
"Kildare","1940","33098","27078"
"Kildare","1941","33383","27363"
"Kildare","1942","33669","27649"
"Kildare","1943","33955","27935"
"Kildare","1944","34240","28220"
"Kildare","1945","34526","28506"
"Kildare","1946","36057","28792"
"Kildare","1947","36313","29048"
"Kildare","1948","36569","29304"
"Kildare","1949","36825","29560"
"Kildare","1950","37081","29816"
"Kildare","1951","36364","30073"
"Kildare","1952","36518","30227"
"Kildare","1953","36673","30382"
"Kildare","1954","36827","30536"
"Kildare","1955","36982","30691"
"Kildare","1956","35069","30846"
"Kildare","1957","34970","30747"
"Kildare","1958","34871","30648"
"Kildare","1959","34772","30549"
"Kildare","1960","34673","30450"
"Kildare","1961","34068","30352"
"Kildare","1962","34312","30596"
"Kildare","1963","34557","30841"
"Kildare","1964","34801","31085"
"Kildare","1965","35046","31330"
"Kildare","1966","34829","31575"
"Kildare","1967","35453","32199"
"Kildare","1968","36078","32824"
"Kildare","1969","36702","33448"
"Kildare","1970","37327","34073"
"Kildare","1971","37279","34698"
"Kildare","1972","38756","36175"
"Kildare","1973","40234","37653"
"Kildare","1974","41711","39130"
"Kildare","1975","43189","40608"
"Kildare","1976","44667","42086"
"Kildare","1977","46144","43563"
"Kildare","1978","47622","45041"
"Kildare","1979","50666","46519"
"Kildare","1980","52484","48337"
"Kildare","1981","53967","50155"
"Kildare","1982","55277","51465"
"Kildare","1983","56587","52775"
"Kildare","1984","57897","54085"
"Kildare","1985","59207","55395"
"Kildare","1986","59542","56705"
"Kildare","1987","60290","57453"
"Kildare","1988","61039","58202"
"Kildare","1989","61788","58951"
"Kildare","1990","62537","59700"
"Kildare","1991","62207","60449"
"Kildare","1992","63514","61756"
"Kildare","1993","64821","63063"
"Kildare","1994","66128","64370"
"Kildare","1995","67435","65677"
"Kildare","1996","68007","66985"
"Kildare","1997","70377","69355"
"Kildare","1998","72748","71726"
"Kildare","1999","75119","74097"
"Kildare","2000","77489","76467"
"Kildare","2001","79860","78838"
"Kildare","2002","82735","81209"
"Kildare","2003","85980","84454"
"Kildare","2004","89225","87699"
"Kildare","2005","92470","90944"
"Kildare","2006","92145","94190"
"Kildare","2007","94238","96283"
"Kildare","2008","96332","98377"
"Kildare","2009","98425","100470"
"Kildare","2010","100519","102564"
"Kildare","2011","105654","104658"
"Kildare","2012","106831","105835"
"Kildare","2013","108009","107013"
"Kildare","2014","109186","108190"
"Kildare","2015","110364","109368"
"Kildare","2016","111958","110546"
"Kilkenny","1841","99114","103306"
"Kilkenny","1842","97008","101200"
"Kilkenny","1843","94903","99095"
"Kilkenny","1844","92798","96990"
"Kilkenny","1845","90693","94885"
"Kilkenny","1846","88588","92780"
"Kilkenny","1847","86483","90675"
"Kilkenny","1848","84378","88570"
"Kilkenny","1849","82273","86465"
"Kilkenny","1850","80168","84360"
"Kilkenny","1851","76493","82255"
"Kilkenny","1852","74687","80449"
"Kilkenny","1853","72881","78643"
"Kilkenny","1854","71075","76837"
"Kilkenny","1855","69270","75032"
"Kilkenny","1856","67464","73226"
"Kilkenny","1857","65658","71420"
"Kilkenny","1858","63853","69615"
"Kilkenny","1859","62047","67809"
"Kilkenny","1860","60241","66003"
"Kilkenny","1861","60317","64198"
"Kilkenny","1862","59538","63419"
"Kilkenny","1863","58760","62641"
"Kilkenny","1864","57981","61862"
"Kilkenny","1865","57203","61084"
"Kilkenny","1866","56424","60305"
"Kilkenny","1867","55646","59527"
"Kilkenny","1868","54868","58749"
"Kilkenny","1869","54089","57970"
"Kilkenny","1870","53311","57192"
"Kilkenny","1871","52965","56414"
"Kilkenny","1872","52379","55828"
"Kilkenny","1873","51794","55243"
"Kilkenny","1874","51208","54657"
"Kilkenny","1875","50623","54072"
"Kilkenny","1876","50037","53486"
"Kilkenny","1877","49452","52901"
"Kilkenny","1878","48867","52316"
"Kilkenny","1879","48281","51730"
"Kilkenny","1880","47696","51145"
"Kilkenny","1881","48971","50560"
"Kilkenny","1882","48294","49883"
"Kilkenny","1883","47617","49206"
"Kilkenny","1884","46940","48529"
"Kilkenny","1885","46264","47853"
"Kilkenny","1886","45587","47176"
"Kilkenny","1887","44910","46499"
"Kilkenny","1888","44234","45823"
"Kilkenny","1889","43557","45146"
"Kilkenny","1890","42880","44469"
"Kilkenny","1891","43468","43793"
"Kilkenny","1892","42995","43320"
"Kilkenny","1893","42522","42847"
"Kilkenny","1894","42049","42374"
"Kilkenny","1895","41576","41901"
"Kilkenny","1896","41103","41428"
"Kilkenny","1897","40630","40955"
"Kilkenny","1898","40157","40482"
"Kilkenny","1899","39684","40009"
"Kilkenny","1900","39211","39536"
"Kilkenny","1901","40095","39064"
"Kilkenny","1902","39829","38798"
"Kilkenny","1903","39564","38533"
"Kilkenny","1904","39299","38268"
"Kilkenny","1905","39033","38002"
"Kilkenny","1906","38768","37737"
"Kilkenny","1907","38503","37472"
"Kilkenny","1908","38237","37206"
"Kilkenny","1909","37972","36941"
"Kilkenny","1910","37707","36676"
"Kilkenny","1911","38551","36411"
"Kilkenny","1912","38384","36244"
"Kilkenny","1913","38217","36077"
"Kilkenny","1914","38050","35910"
"Kilkenny","1915","37883","35743"
"Kilkenny","1916","37716","35576"
"Kilkenny","1917","37549","35409"
"Kilkenny","1918","37382","35242"
"Kilkenny","1919","37215","35075"
"Kilkenny","1920","37048","34908"
"Kilkenny","1921","36881","34741"
"Kilkenny","1922","36714","34574"
"Kilkenny","1923","36547","34407"
"Kilkenny","1924","36380","34240"
"Kilkenny","1925","36213","34073"
"Kilkenny","1926","37084","33906"
"Kilkenny","1927","36905","33727"
"Kilkenny","1928","36727","33549"
"Kilkenny","1929","36549","33371"
"Kilkenny","1930","36371","33193"
"Kilkenny","1931","36193","33015"
"Kilkenny","1932","36015","32837"
"Kilkenny","1933","35837","32659"
"Kilkenny","1934","35659","32481"
"Kilkenny","1935","35481","32303"
"Kilkenny","1936","36489","32125"
"Kilkenny","1937","36401","32037"
"Kilkenny","1938","36313","31949"
"Kilkenny","1939","36225","31861"
"Kilkenny","1940","36138","31774"
"Kilkenny","1941","36050","31686"
"Kilkenny","1942","35962","31598"
"Kilkenny","1943","35875","31511"
"Kilkenny","1944","35787","31423"
"Kilkenny","1945","35699","31335"
"Kilkenny","1946","35464","31248"
"Kilkenny","1947","35324","31108"
"Kilkenny","1948","35184","30968"
"Kilkenny","1949","35044","30828"
"Kilkenny","1950","34904","30688"
"Kilkenny","1951","34687","30548"
"Kilkenny","1952","34609","30470"
"Kilkenny","1953","34532","30393"
"Kilkenny","1954","34455","30316"
"Kilkenny","1955","34378","30239"
"Kilkenny","1956","33927","30162"
"Kilkenny","1957","33777","30012"
"Kilkenny","1958","33628","29863"
"Kilkenny","1959","33479","29714"
"Kilkenny","1960","33330","29565"
"Kilkenny","1961","32252","29416"
"Kilkenny","1962","32183","29347"
"Kilkenny","1963","32114","29278"
"Kilkenny","1964","32046","29210"
"Kilkenny","1965","31977","29141"
"Kilkenny","1966","31390","29073"
"Kilkenny","1967","31504","29187"
"Kilkenny","1968","31618","29301"
"Kilkenny","1969","31733","29416"
"Kilkenny","1970","31847","29530"
"Kilkenny","1971","31828","29645"
"Kilkenny","1972","32305","30122"
"Kilkenny","1973","32783","30600"
"Kilkenny","1974","33261","31078"
"Kilkenny","1975","33739","31556"
"Kilkenny","1976","34217","32034"
"Kilkenny","1977","34695","32512"
"Kilkenny","1978","35173","32990"
"Kilkenny","1979","35688","33468"
"Kilkenny","1980","36159","33939"
"Kilkenny","1981","36395","34411"
"Kilkenny","1982","36685","34701"
"Kilkenny","1983","36975","34991"
"Kilkenny","1984","37265","35281"
"Kilkenny","1985","37555","35571"
"Kilkenny","1986","37325","35861"
"Kilkenny","1987","37390","35926"
"Kilkenny","1988","37455","35991"
"Kilkenny","1989","37521","36057"
"Kilkenny","1990","37586","36122"
"Kilkenny","1991","37447","36188"
"Kilkenny","1992","37647","36388"
"Kilkenny","1993","37848","36589"
"Kilkenny","1994","38049","36790"
"Kilkenny","1995","38250","36991"
"Kilkenny","1996","38144","37192"
"Kilkenny","1997","38578","37626"
"Kilkenny","1998","39013","38061"
"Kilkenny","1999","39447","38495"
"Kilkenny","2000","39882","38930"
"Kilkenny","2001","40316","39364"
"Kilkenny","2002","40540","39799"
"Kilkenny","2003","41656","40915"
"Kilkenny","2004","42772","42031"
"Kilkenny","2005","43888","43147"
"Kilkenny","2006","43295","44263"
"Kilkenny","2007","44000","44968"
"Kilkenny","2008","44705","45673"
"Kilkenny","2009","45410","46378"
"Kilkenny","2010","46115","47083"
"Kilkenny","2011","47631","47788"
"Kilkenny","2012","47980","48137"
"Kilkenny","2013","48329","48486"
"Kilkenny","2014","48678","48835"
